,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
1553,"573 Annette St, Toronto (W4723996) | Zoocasa",990000,"$1,190,000",4,3,N/A sq. ft.,0,"Opportunity!!!Location!!Location!! Walking Distance To Bloor West Subway & Bus At Corner Of Runnymede. House Shows Well, Full Basement With 4Pc, Laundry, Storage, Wine Cellar. Possible To Turn Into Bsmnt Apartment. 2 Seperate Apartments On Upper Level. 2 Kit, 3 Baths.",W4723996,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6749024-573-annette-st-toronto-on-m6s2c3-vow,"573 Annette St, Toronto , Ontario, Canada",43.6597928,-79.480694,
1554,"4002 - 955 Bay St, Toronto (C4721954) | Zoocasa",1424000,"$1,539,900",3,2,1000–1199 sq. ft.,1,"Opportunity Knock!! Proudly To Own An Exquisite & Spectacular Se Corner 3Bed+2Full Bath Corner Unit Just Under 1200Sq. With Externally Fabulous Layout & Unobstructed Panoramic Views With Large Balcony.Live In Magnificent British Hotel With Inspired Design That Brings History Into The Future.Unbeatalbe Located In High Demand And Prestigious ( Heart Of ) Downtown Toronto ,Step Away Wellesley Subway Station,University Of Toronto ,Bloor Street Yorkville Avenue.",C4721954,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6744617-4002-955-bay-st-toronto-on-m5s2a2-vow," 955 Bay St, Toronto , Ontario, Canada",43.6647827,-79.3869931,
1555,"3504 - 200 Dundas St S, Toronto (C4713187) | Zoocasa",540000,"$499,990",1,1,0-499 sq. ft.,0,"Condo Suite In The Heart Of Downtown. Luxurious Opportunity, Prime Location, Close To All Amazing Universities. 1600 Sqft. Sky Roof Top For Terrace With Garden. Occupying April 27, 2020",C4713187,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6724538-3504-200-dundas-st-s-toronto-on-m5m2c2-vow," 200 Dundas St S, Toronto , Ontario, Canada",43.6573757,-79.37409819999999,
1556,"2005 - 5444 Yonge St, Toronto (C4682191) | Zoocasa",950000,"$1,150,000",2,2,1600–1799 sq. ft.,1,Makes Moving From A House To Condo A Breeze! Renovated Over 1790 Sq/Ft In The Skyview. Warm Hardwood Floors Through Large Open Airy Spaces. Rich Marble Floors In Renovated Kitchen And Both Baths. Crown Mldg And New Doors/Trims/Baseboards. Spacious Foyer. Tons Of Storage. Large Bright Den Plus Office. Full Size 2nd Bedrm. Pantry Off Kitchen. Breathtaking Views. Bonus: Owned Rarely Available 11' X 14' Storage Rm W/ Hydro/Phone++,C4682191,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6652140-2005-5444-yonge-st-toronto-on-m2n6j4-vow," 5444 Yonge St, Toronto , Ontario, Canada",43.7764806,-79.4156165,
1557,"Ph1404 - 29 Queens Quay E, Toronto (C4667345) | Zoocasa",3950000,"$4,650,000",4,4,4000–4249 sq. ft.,2,"Toronto's Waterfront's Most Luxurious & Contemporary 4 Br Penthouse! Breathtaking Unobstructed Direct Lake & City View W/South/East/West/North Exposures! Truly One Of A Kind! Soaring 11' Ceilings W/ Fl To Ceiling Windows. Over 4000Sf. Of Living Space, 2 Balconies, 2 Double Sided Gas Fireplace. Spacious Principal Rms. Luxurious Ensuite Bath W/Dble Sided Gas Fireplace In Master. Fully Upgraded Downsview Kitchen W/ Miele Appl! Guest Suite Amenities. Must See!",C4667345,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6618261-ph1404-29-queens-quay-e-toronto-on-m5e0a4-vow," 29 Queens Quay E, Toronto , Ontario, Canada",43.6413595,-79.3725145,
1558,"4403 - 101 Charles St E, Toronto (C4751733) | Zoocasa",805000,"$820,000",1,1,700–799 sq. ft.,1,"Immaculate 1+Den That Has On Of The Most Desired Floor Plan. Modern Luxury Condo Unit On Prestigious Location! Unit 741 Sq Ft + Balcony! Functional & Open Concept Lay-Out! 9' Ceiling! Unobstructed Beautiful View Of Downtown & Lake Ontario! Upgraded Unit Kitchen: Granite C/Top & Glass Backsplash. Wood Flr Throughout! Fabulous Building Facilities, Party Rm, Billiards Rm, Stream Rm, Gym, Rooftop Pool & Landscaped Sundeck On Top Of 9th Floor Podium!",C4751733,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6816093-4403-101-charles-st-e-toronto-on-m4y1v2-vow," 101 Charles St E, Toronto , Ontario, Canada",43.6697548,-79.3802474,
1559,"911 - 5795 Yonge St, Toronto (C4751208) | Zoocasa",445000,"$488,500",1,2,800–899 sq. ft.,1,"Spacious 860 Sqft One Bed Rm, Unobstructed East View, Just Few Steps To Yonge Street, Ttc, Condo Fee $586.33,Luxury Vinyl Floor,",C4751208,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6814745-911-5795-yonge-st-toronto-on-m2m4j3-vow," 5795 Yonge St, Toronto , Ontario, Canada",43.78440330000001,-79.4152615,
1560,"306 - 161 Roehampton Ave, Toronto (C4751145) | Zoocasa",570000,"$575,000",1,1,600–699 sq. ft.,0,"Brand New 1+Den Suite Available In The Heart Of Midtown, Toronto. Built By Freed Developments, This Well Laid Out Unit Boasts A Total Of 637 Square Feet (Including A 91 Sq Ft Balcony), Customized Built-In Appliances, Exposed Concrete Loft-Themed Ceilings, And An Enclosed Den With Privacy Stained Sliding Doors. Conveniently Situated Only 7 Minutes From The Yonge & Eglinton Subway, And A 2 Minute Walk To The Future Lrt Stop At Eglinton & Mount Pleasant.",C4751145,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6814672-306-161-roehampton-ave-toronto-on-m4p1p9-vow," 161 Roehampton Ave, Toronto , Ontario, Canada",43.70875849999999,-79.3937953,
1561,"123 Hazelwood Ave, Toronto (E4750854) | Zoocasa",1220000,"$1,262,500",3,2,N/A sq. ft.,2,"*Hugs From Hazelwood *This Sweet Semi Feels Like A Warm Embrace, Just When You Need One* Rest Your Heads & Hearts In This Beautifully Renovated, Spacious (1,758 Sqft Total) 3-Bedroom Beauty With 2-Car Parking *Features Include (To Only Name A Few): Charming Front Porch/ Stunning Kitchen/ Practical Mud Room Back Entry With Custom Built-Ins/ Fully Finished Lower Level/ Fenced & Landscaped South-Facing Backyard With The Coolest Automatic Gates To Park Securely*",E4750854,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6813833-123-hazelwood-ave-toronto-on-m4j1k4-vow,"123 Hazelwood Ave, Toronto , Ontario, Canada",43.6785771,-79.341264,
1562,"608 - 18 Graydon Hall Dr, Toronto (C4750813) | Zoocasa",488000,"$488,000",1,1,500–599 sq. ft.,1,"Move-In Conditions!! Tridel Built Luxury One Bdrm Cozy Unit Come W/Parking In A High Demanded Toronto Area. Newly Painted W/Bright Color. Walk-In Closet. Minutes To All Amenities And Fairview Mall/Shops On Don Mills/Highway 404/401. Laminate Flooring/Modern Kitchen W/Stone Counter Top/Tile Backsplash, New Installed Shower Sliding Door. S/S Appliances/Concierge/24 Hr Security Guard/Meeting Room/Theater Room/Outdoor Garden With Bbq Area/Exercise Rm Etc..",C4750813,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6813761-608-18-graydon-hall-dr-toronto-on-m3a2z9-vow," 18 Graydon Hall Dr, Toronto , Ontario, Canada",43.7627142,-79.3464237,
1563,"1702 - 161 Roehampton Ave, Toronto (C4750812) | Zoocasa",575000,"$585,000",1,1,500–599 sq. ft.,0,"Perfect Location, Unblocked West View. New Condo Building Never Lived In. Walk Few Minutes To Subway Station And Upcoming Lrt Line, Yonge Eglinton Center Mall, Cinema, Loblaws, Restaurants, North Toronto Collegiate Institute. 1+Den Unit. Approx 526Sf + 121Sf Balcony As Per Builder Floorplan. Upgraded White Smooth Ceiling. Modern Kitchen, Light Coloured Laminate Floors Thought-Out.",C4750812,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6813760-1702-161-roehampton-ave-toronto-on-m4p1p9-vow," 161 Roehampton Ave, Toronto , Ontario, Canada",43.70875849999999,-79.3937953,
1564,"24 Fairfield Ave, Toronto (W4750112) | Zoocasa",1070000,"$1,109,900",2,3,N/A sq. ft.,3,"Fully Renovated Detached Home On A 50X125 Double Lot Is Now Available. This Home Has Been Updated From Top To Bottom With A Modern-Rustic Touch. Open Concept Main Floor Living Space, Private Master Suite On The Second Level And A Fully Finished Basement Complete This Home. The Backyard Oasis Is An Entertainer's Dream - Hot Tub, Raised Garden, Large Deck, Natural Gas Barbecue And Firepit To Call Your Own During These Challenging Times And To Bring Together...",W4750112,Detached,https://www.zoocasa.com/toronto-on-real-estate/6811396-24-fairfield-ave-toronto-on-m8v2h9-vow,"24 Fairfield Ave, Toronto , Ontario, Canada",43.597773,-79.52396399999999,
1565,"2612 - 300 Front St W, Toronto (C4749551) | Zoocasa",980000,"$998,000",2,2,900–999 sq. ft.,1,"Tridel's Professionally Designed, Split 2-Bedroom, Corner Suite In The Heart Of The Entertainment District! Unobstructed City & Lake Views W/Desired Southwest Exposure. Bright, Open-Concept & 9' Ceilings. Den Tucked Away For Home Office, Enjoy Covered Balcony, Sleek Kitchen & Flooring. Lots Of Storage! Steps To Rogers Center, Union & The Path. Bbq On Your Rooftop Deck Or Soak Up The Outdoor Pool, Cabanas, Concierge Services, Fitness/Yoga & Party Rooms.",C4749551,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6809542-2612-300-front-st-w-toronto-on-m5v0e9-vow," 300 Front St W, Toronto , Ontario, Canada",43.6441737,-79.38942089999999,
1566,"3412 - 125 Peter St, Toronto (C4749346) | Zoocasa",1152000,"$1,150,000",3,2,1000–1199 sq. ft.,1,"Downtown Toronto's Prestigious Tableau Condos! Rarely Avail (Only 5 In Building) 1036Sf, 3 Bedr In High Demand Urban Building. Wide & Bright- Unit Faces South W Fl To Ceiling Windows, Amazing Views Of Cn Tower & Lake. 9' Ceilings, Excellent Floor Plan-Lgest. Open Concept Kitch W Island Upgrade, Quartz Counters. 210Sf Balcony. Parking, Locker. Gorgeous Amenities. Fab Opportunity In The Heart Of Entertainment District. Walk To Everything- Restaurants, Shops,Ttc",C4749346,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6809133-3412-125-peter-st-toronto-on-m5v2g9-vow," 125 Peter St, Toronto , Ontario, Canada",43.6483169,-79.3930652,
1567,"3811 - 215 Fort York Blvd, Toronto (C4747511) | Zoocasa",700000,"$725,000",2,1,600–699 sq. ft.,1,"Best Unit In The Building. You Could Be Very Comfortably Quarantined In This Corner Penthouse Unit With Wrap-Around, Floor-To-Ceiling Windows. 10.5Ft Ceilings Make This Unit Feel Huge. Unobstructed City Skyline And Cn Tower View As Well As A View Of The Lake. A Split Floor Plan Gives Ample Separation Between The Two Bedrooms. Stainless Steel Appliances And Granite Countertops. This Unit Has Been Lovingly Cared For By One Original Owner.",C4747511,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6805319-3811-215-fort-york-blvd-toronto-on-m5v4a2-vow," 215 Fort York Blvd, Toronto , Ontario, Canada",43.63634560000001,-79.40453500000001,
1568,"422 - 270 Wellington St, Toronto (C4747309) | Zoocasa",465000,"$475,000",0,1,0-499 sq. ft.,0,"Live In The Heart Of The Entertainment District In Tridel's The Icon. North Facing Junior Bed Room With Hardwood Floors Through Out, Granite Countertops, And Stainless Steel Appliances. Close To The Financial District, Path System, Subway, Restaurants, Theathres, Nightclubs And Shopping. Amenities Amenities, 24 Hr Concierge,Sec System, Visitor Pkg, Exercise/Gym,Rooftop Gym & Terrace W/Bbqs, Pool, Cyber Lounge, Pool Rm,",C4747309,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6804908-422-270-wellington-st-toronto-on-m5v3p5-vow," 270 Wellington St, Toronto , Ontario, Canada",43.6450977,-79.39083509999999,
1569,"905 - 32 Trolley Cres, Toronto (C4746788) | Zoocasa",535000,"$549,900",1,1,0-499 sq. ft.,0,"River City Phase 2. Designed By Acclaimed Saucier Perrotte Architects. Located In The West Donlands. Approx. 486 Sf & 87 Sf Balcony. Featuring A True 1 Bedroom (Separate Room Showcasing A Window), 1 Bath, Loft-Style Apartment, 9 Ft Exposed Concrete Ceilings & Concrete Feature Wall, Exposed Spiral Ductwork, Modern Kitchen, Spa-Inspired Bath, Stainless Steel Appliances, Quartz Counter, Hardwood Floors Throughout, Large Window Wall Featuring Walkout To...",C4746788,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6803451-905-32-trolley-cres-toronto-on-m5a0e9-vow," 32 Trolley Cres, Toronto , Ontario, Canada",43.6565369,-79.3544975,
1570,"202 - 2015 Sheppard Ave E, Toronto (C4744760) | Zoocasa",492000,"$498,000",1,1,500–599 sq. ft.,1,"Simply Stunning Sun Filled South-East Facing Unit Awaits At Monarch's Ultra Condos! Conveniently Located @ Sheppard/404, This Spacious 1-Bedroom Features A Modern Kitchen With Granite Counters, S/S Appliances, Ceramic Backsplash & An Abundance Of Storage. Perfect Layout W/Laminate Flooring, 9 Ft. Ceilings & Oversized Balcony With Two (2) Walkouts! Sensational Amenities: Fitness Center, Pool, Cyber Lounge & More! Minutes To Ttc Subway/Fairview Mall & 404.",C4744760,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6797842-202-2015-sheppard-ave-e-toronto-on-m2j1w6-vow," 2015 Sheppard Ave E, Toronto , Ontario, Canada",43.7754094,-79.3374852,
1571,"74 Ayers Cres, Toronto (E4743947) | Zoocasa",805000,"$799,999",3,3,1500–2000 sq. ft.,1,"2019 Built Freehold Town Home 3 Bedroom, 3 Bathroom Sleek Modern W/O Balcony From Dining Room, Great Family Neighborhood, Steps From Subway, School, Park, Community Center, Retailers, Go Train, Over 30K In Upgrades Hardwood Flooring, Maple Stairs, Pot Lights, Quartz Counter Top, Modern Tiles, Glass Shower, Open Concept. Still Under Tarion Warranty.",E4743947,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6795903-74-ayers-cres-toronto-on-m1l0j4-vow,"74 Ayers Cres, Toronto , Ontario, Canada",43.7171835,-79.28162569999999,
1572,"4103 - 10 York St, Toronto (C4743176) | Zoocasa",1020000,"$1,047,000",2,2,800–899 sq. ft.,1,"Rare Opportunity In Popular Tridel Building Two Bed 2 Bath Condo On The 41st Floor A Spacious Unit With Approx 830 Sqft Of Space. This Open Concept Unit Features Laminate, European Appliances, B/I Dishwasher, B/I Microwave, Backsplash, Quartz Counter-Top, Electric Blinds & More. State Of The Art Keyless Building, Premium Parking & Upgraded Locker. Fantastic Location Steps To The Waterfront,Union Station, And Gardiner. Some Of The Best Amenities In The City!",C4743176,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6793715-4103-10-york-st-toronto-on-m5j2z2-vow," 10 York St, Toronto , Ontario, Canada",43.64109759999999,-79.38122469999999,
1573,"304 - 135 Wynford Dr, Toronto (C4741811) | Zoocasa",520000,"$525,000",1,1,700–799 sq. ft.,1,"Beautifully Designed Rosewood Condo By Greenpak.Overlooking Gorgeously Landscapped Court Yard & Ravine. 9 Ft Ceiling. Upgraded Floors, Throughout Laminate Flooring. Large Kitchen Cabinets,Granite Counter Top With Under Mount Sink.Clean And Bright Unit,Elegant Lounge/Lobby With Amenities.Gym, Card/Billiard/Conference Room. Close To Parks, Shopping Centre, Golf Course, Minutes To Downtown, Close To Hwy 404/401, Schools,Aga Khan Museum,Ontario Science Centre",C4741811,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6790771-304-135-wynford-dr-toronto-on-m3c0j4-vow," 135 Wynford Dr, Toronto , Ontario, Canada",43.7263835,-79.3282119,
1574,"515 - 3091 Dufferin St, Toronto (W4741058) | Zoocasa",472000,"$479,900",1,1,0-499 sq. ft.,1,"Welcome To Treviso 3 Condos. 1 Bedroom Condo Apt With Huge Almost 200 Sq Ft North Facing Balcony With 1 Parking And 1 Locker. Prefect For Single Professional Or A Couple, Amenities Included. Gym And 24 Hrs Security In The Building, Steps To The Subway And Bus, Close To All Amenities And Yorkdale Mall, 24 Hrs Shoppers Drug Mart Right Next To The Building.",W4741058,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6789408-515-3091-dufferin-st-toronto-on-m6a2s7-vow," 3091 Dufferin St, Toronto , Ontario, Canada",43.7158616,-79.454218,
1575,"3504 - 5 St Joseph St, Toronto (C4740599) | Zoocasa",690819,"$699,000",1,1,600–699 sq. ft.,0,"Welcome To The Five Condos, Located In The Coveted Bay Street Corridor Of Toronto. Steps To Wellesley Subway Station, U Of T, Ryerson, Eaton Center, Shopping, Restaurants And So Much More. This Amazing 1+1 Features An Open Concept Layout With Southern Facing Exposure With Great Views Of The City. Beautiful Wide Plank Hardwood Floors Throughout And Top Of The Line Built In Miele Kitchen Appliances.",C4740599,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6788072-3504-5-st-joseph-st-toronto-on-m4y1w8-vow," 5 St Joseph St, Toronto , Ontario, Canada",43.6657528,-79.3855792,
1576,"110 - 364 The East Mall Ave, Toronto (W4740012) | Zoocasa",433000,"$465,000",3,3,1200–1399 sq. ft.,1,"Spacious 2 Storey, 3+1 Bedroom Condo/Townhouse. Perfect For Families Or Anyone Looking To Upgrade. Ground Floor Unit With Fenced Walk Out To Patio. 1 Underground Parking Space. Steps To Ttc (1 Bus To Subway), Loblaws, Starbucks, Restaurants, Park, Bank, Library And Other Amenities.Close To Major Hwys. Building Offers Outdoor+Indoor Pools, Sauna, Gym, Children's Playspace + More.",W4740012,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6786715-110-364-the-east-mall-toronto-on-m9b6c5-vow," 364 The East Mall Ave, Toronto , Ontario, Canada",43.6432372,-79.5587592,
1577,"21 Hopedale Ave, Toronto (E4739258) | Zoocasa",900000,"$929,000",3,3,700–1100 sq. ft.,1,Say Hello To This Charming & Comfortable Golden Triangle Home*Picture Yourself Relaxing On The Inviting Front Porch *Offering A Bright Open Concept Living/Dining Area W/Upgraded Wdws*Hrdwd Flrs On The Main*Spa Like Bath Is A Must See*Master Loft Retreat With 2-Piece Ens. & Walk-In Closet*Sep. Ent. To A Very Pleasant Inlaw Suite*Legal Pad Parking*Interlocking Stone Both Front And Back*Garage In Great Shape***Allowing Real Life Viewings***,E4739258,Detached,https://www.zoocasa.com/toronto-on-real-estate/6785142-21-hopedale-ave-toronto-on-m4k3m8-vow,"21 Hopedale Ave, Toronto , Ontario, Canada",43.6939329,-79.35248059999999,
1578,"207 - 3 Michael Power Pl, Toronto (W4738545) | Zoocasa",565000,"$575,000",2,2,1000–1199 sq. ft.,1,Beautiful 2 Bedroom Plus Den Unit Step To Islington/Kipling Subway Unit Feature A Open Concept Practical Layout With Over 1000 Sqft Of Living Space Upgrades Include New Laminate Thru Out And Freshly Painted Great Location Close To Shopping Dining And Parks Unit Is Priced To Sell Bring Your Fussiest Client Shows 10++,W4738545,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6783408-207-3-michael-power-pl-toronto-on-m9a0a2-vow," 3 Michael Power Pl, Toronto , Ontario, Canada",43.643914,-79.5291683,
1579,"405 - 88 Corporate Dr, Toronto (E4734326) | Zoocasa",493000,"$499,900",2,2,800–899 sq. ft.,2,"Luxury Tridel Condo With Incredible Amenities. Amazing Location. Unobstructed South Exposure. Bright And Spacious Unit. **Rare 2 Parking Spots (Tandem)**. Brand New Laminate Floors And Freshly Painted Throughout. Master Ensuite. Ensuite Laundry. Stainless Steel Appl. Amazing Rec Facilities: Bowling Alley, Indoor/Outdoor Pools, Gym, Tennis, Squash, Billiards, 24 Hr Security And Much More! Amazing Location. Ready To Move In And Call Home!",E4734326,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6772952-405-88-corporate-dr-toronto-on-m1h3g6-vow," 88 Corporate Dr, Toronto , Ontario, Canada",43.7809748,-79.250401,
1580,"407 - 2000 Islington Ave, Toronto (W4730145) | Zoocasa",860000,"$929,900",3,2,1800–1999 sq. ft.,2,"Pride Of Ownership & Meticulously Maintained Building. Absolutely Stunning, Fully Reno'd 3 Bed, 2 Bath, Spacious Condo In Luxurious Tridel Built Resort Like Complex. Over 1800 Sq Ft, Boasts 3 W/Outs To Terrace, Crown Mouldings Thru-Out, Brand New Hrdwd Flrs, Chefs Kitchen W/Quartz Countertops, Granite Counters In Spa Like Bathrooms W/Riverstone Tiled Shower & Stand Alone Tub. Gorgeous South Facing View Of Wooded Ravine.",W4730145,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6762965-407-2000-islington-ave-toronto-on-m9p3s7-vow," 2000 Islington Ave, Toronto , Ontario, Canada",43.69824209999999,-79.5479308,
1581,"605 - 170 Avenue Rd, Toronto (C4725607) | Zoocasa",651500,"$599,000",1,1,0-499 sq. ft.,0,"Beautiful Upscale Condo In Avenue Rd. Built By Menkes. Walk To Best Schools & Parks. Annex Meets Yorkville. Luxury 1 Bedroom Suite Approx. 486 Sq.Ft. Steps To Dupont, Rosedale, St George & Bay Subway, Close To Ramsden Park & Rom. Grand Lobby, Indoor Pool, Outdoor Lounge, Cabana Bbq & Party Room.",C4725607,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6752703-605-170-avenue-rd-toronto-on-m5r0a4-vow," 170 Avenue Rd, Toronto , Ontario, Canada",43.6752958,-79.3972626,
1582,"1514 - 370 Dixon Rd, Toronto (W4709578) | Zoocasa",430000,"$449,900",3,2,1200–1399 sq. ft.,1,"Excellent Location! Renovated Spacious Condo, Perfect For Growing Family, Just Move In & Enjoy. Rarely Offered, 3 Brm+ 2 Wshrms With Open Concept, Family Size Kitchen With S/S Appliances, Newer Light Fixtrs, High End Laminate Floor, Updated Washrm, Large Sized Brms, En-Suite Laundry W/Newer Washer & Dryer. Condo Fee Includes All Utilities, Even Hydro & Cable Tv. 24 Hr Security, Indoor Pool, Party Room, Gym, Sauna, Tuck Shop & Beauty Salon...",W4709578,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6715826-1514-370-dixon-rd-toronto-on-m9r1t2-vow," 370 Dixon Rd, Toronto , Ontario, Canada",43.6958184,-79.5563257,
1583,"42 Evelyn Wiggins Dr, Toronto (W4701214) | Zoocasa",895000,"$900,000",5,6,2000–2500 sq. ft.,2,"Steps To Finch West Subway Station, Located At York University Campus, Built In 2009 By Tribute, Main Floor 9 Feet Ceiling, Dryden Model 2240 Square Feet, Double Car Garage, Spacious And Perfect Layout, Balcony In 3rd Floor, Master Bedroom Walk-In Closet, Spacious Family Room In Main Floor, Basement Entrance Separated From Main Floor Living Area.",W4701214,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6696294-42-evelyn-wiggins-dr-toronto-on-m3j0e8-vow,"42 Evelyn Wiggins Dr, Toronto , Ontario, Canada",43.7675044,-79.49540089999999,
1584,"40 Evelyn Wiggins Dr, Toronto (W4701278) | Zoocasa",895000,"$900,000",5,7,2000–2500 sq. ft.,2,"Steps To Finch West Subway Station, Located At York University Campus, Built In 2009 By Tribute, Main Floor 9 Feet Ceiling, Dryden Model 2240 Square Feet, Double Car Garage, Spacious And Perfect Layout, Balcony In 3rd Floor, Master Bedroom Walk-In Closet, Spacious Family Room In Main Floor, Basement Entrance Separated From Main Floor Living Area.",W4701278,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6696284-40-evelyn-wiggins-dr-toronto-on-m3j0e8-vow,"40 Evelyn Wiggins Dr, Toronto , Ontario, Canada",43.7674633,-79.49535689999999,
1585,"602 - 62 Forest Manor Rd, Toronto (C4752376) | Zoocasa",495000,"$489,000",1,1,500–599 sq. ft.,1,"Location! Close To Subway, Fairview Mall, Library & Seneca College! Easy Access To 401/404/Dvp. Popular One Bedroom Condo At Dream Tower- Emerald City! Sunny & Spacious Unit W/ 9' Ceiling! Nicely Renovated & Updated! Laminated Flooring, Stainless Steel Appliances! Modern Kitchen W/Double Sinks & Breakfast Bar! One Parking And One Locker Included! Beautiful Suite! Just Move In And Enjoy!",C4752376,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6817883-602-62-forest-manor-rd-toronto-on-m2j1m6-vow," 62 Forest Manor Rd, Toronto , Ontario, Canada",43.7739223,-79.345726,
1586,"62 Davelayne Rd, Toronto (W4750991) | Zoocasa",730000,"$699,900",3,2,1100–1500 sq. ft.,2,"Located In A Desired Neighbourhood, This Semi-Detached Raised Bungalow Is Perfect For Investors, Contractors Or Handymen Looking To Make This Home Their Own. 3 Generous Sized Bedrooms, Separate Entrance To The Basement Perfectly Setup For A Duplex. Hardwood Throughout Main Floor, Under Existing Carpet. Located Close To Schools, Shopping, Humber River, Public Transit & Minutes From 401,400, & 407. New Sump Pump, Hwt (2014), A/C(2014), Furnace (2015).",W4750991,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6814320-62-davelayne-rd-toronto-on-m9m2a7-vow,"62 Davelayne Rd, Toronto , Ontario, Canada",43.7471852,-79.55279879999999,
1587,"826 - 3091 Dufferin St, Toronto (W4750586) | Zoocasa",576000,"$545,000",1,1,600–699 sq. ft.,1,"This Stunning & Luxurious Bright Corner Condo In Treviso 3. One Of Largest One Bedroom Plus Den With Upgraded Laminate Floor, Granite Counter Top With Ceramic Backsplash & Granite Top Island.Wrap Around Terrace! This Amazing Condo Offers 24Hr Concierge, Roof Top Pool And Hot Tub, Sauna, Games/Theatre Rm, Bar Lounge, Fitness Rm And Much More. Walk To Yorkdale Mall, Walk To Lawrence Ave Subway - 30 Mins To Union Station, Ttc At Doorstep. Will Not Last!",W4750586,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6813125-826-3091-dufferin-st-toronto-on-m6a2s7-vow," 3091 Dufferin St, Toronto , Ontario, Canada",43.7158616,-79.454218,
1588,"220 - 58 Marine Parade Dr, Toronto (W4750413) | Zoocasa",700000,"$719,990",2,2,900–999 sq. ft.,1,"Gorgeous 2 Bedroom Corner Unit(Approx 920Sf) Featuring A Large Balcony (232Sf). On A Lower Floor.Plenty Of Natural Light Floor To Ceiling Windows W/Sw Exposure.O/L Lake And Landscaped Park/Courtyard ! Split 2 Bdrm Layout W/3 Walk Outs To Oversize Balcony, Ideal Of Entertaining & Relaxing! Oversize Master Bedroom W/4 Pc Ensuite, Walk In Closet & Walk Out To Balcony ! Freshly Painted Walls, Doors & Trims! Very Sought After Water View Boutique Building!",W4750413,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6812622-220-58-marine-parade-dr-toronto-on-m8v4g1-vow," 58 Marine Parade Dr, Toronto , Ontario, Canada",43.6276596,-79.47698,
1589,"4 - 40 Westmoreland Ave, Toronto (W4750289) | Zoocasa",1295000,"$1,285,000",2,3,1200–1399 sq. ft.,1,Deluxe Design In This Church Conversion In The Trendy Bloorcourt Village. Step Outside From Your Kitchen Into Your Private Terrace Oasis To Enjoy Your Morning Coffee. Take Private Elevator Up To The Lofty 2nd Bedroom In The Locally Sourced 19th Century Oak Beamed Attic. Custom Built In Furniture Compliments The Original Character Of The Church. High End Finishes Throughout With Petrified Wood Detailing In The Natural Stone Kitchen Island. Plenty Of Storage.,W4750289,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6812498-4-40-westmoreland-ave-toronto-on-m6h2z7-vow," 40 Westmoreland Ave, Toronto , Ontario, Canada",43.6619355,-79.431225,
